Time,V(0),V(N001),V(N002),V(N003),V(N004),V(N005),I(C1),I(I1),I(I2),I(L1),I(L2),I(R1),I(R2),I(R3),I(R4),
0.40245,0,9.27476,-0.107898,-0.591673,3.15065,-0.285468,0.00612411,0.0999507,0.0999507,0.0717136,0.028237,-0.00612411,-0.0343611,-0.0938265,-0.00612411,
0.4025,0,9.2287,-0.149343,-0.602021,3.0091,-0.291041,0.0062196,0.1,0.1,0.0732182,0.0267818,-0.0062196,-0.0330014,-0.0937804,-0.0062196,
0.40255,0,9.17353,-0.190642,-0.611775,2.86459,-0.296327,0.00630894,0.0999507,0.0999507,0.0746505,0.0253002,-0.00630894,-0.0316091,-0.0936417,-0.00630894,
0.4026,0,9.10931,-0.231752,-0.620924,2.71724,-0.301321,0.00639207,0.0998027,0.0998027,0.0760091,0.0237936,-0.00639207,-0.0301856,-0.0934106,-0.00639207,
0.40265,0,9.0361,-0.272633,-0.629461,2.56722,-0.306017,0.00646888,0.0995562,0.0995562,0.0772927,0.0222635,-0.00646888,-0.0287324,-0.0930873,-0.00646888,
0.4027,0,8.95397,-0.313245,-0.637377,2.41466,-0.310412,0.00653931,0.0992115,0.0992115,0.0785,0.0207114,-0.00653931,-0.0272507,-0.0926722,-0.00653931,
0.40275,0,8.86301,-0.353548,-0.644664,2.25972,-0.314499,0.00660328,0.0987688,0.0987688,0.0796299,0.0191389,-0.00660328,-0.0257422,-0.0921656,-0.00660328,
0.4028,0,8.7633,-0.393503,-0.651314,2.10255,-0.318277,0.00666074,0.0982287,0.0982287,0.0806812,0.0175476,-0.00666074,-0.0242083,-0.091568,-0.00666074,
0.40285,0,8.65494,-0.433068,-0.657322,1.94331,-0.321741,0.00671163,0.0975917,0.0975917,0.0816528,0.0159389,-0.00671163,-0.0226505,-0.09088,-0.00671163,
0.4029,0,8.53804,-0.472207,-0.662681,1.78214,-0.324886,0.00675589,0.0968583,0.0968583,0.0825439,0.0143144,-0.00675589,-0.0210703,-0.0901024,-0.00675589,
0.40295,0,8.41271,-0.51088,-0.667386,1.61922,-0.327712,0.00679349,0.0960294,0.0960294,0.0833535,0.0126759,-0.00679349,-0.0194693,-0.0892359,-0.00679349,
0.403,0,8.27908,-0.549048,-0.671433,1.4547,-0.330214,0.00682438,0.0951057,0.0951057,0.0840809,0.0110248,-0.00682438,-0.0178492,-0.0882813,-0.00682438,
0.40305,0,8.13728,-0.586674,-0.674816,1.28875,-0.33239,0.00684853,0.0940881,0.0940881,0.0847252,0.00936284,-0.00684853,-0.0162114,-0.0872395,-0.00684853,
0.4031,0,7.98745,-0.623722,-0.677534,1.12152,-0.334238,0.00686593,0.0929776,0.0929776,0.085286,0.00769166,-0.00686593,-0.0145576,-0.0861117,-0.00686593,
0.40315,0,7.82974,-0.660154,-0.679583,0.953187,-0.335756,0.00687655,0.0917755,0.0917755,0.0857626,0.00601288,-0.00687655,-0.0128894,-0.0848989,-0.00687655,
0.4032,0,7.6643,-0.695934,-0.680962,0.783912,-0.336943,0.00688039,0.0904827,0.0904827,0.0861545,0.00432816,-0.00688039,-0.0112085,-0.0836023,-0.00688039,
0.40325,0,7.49129,-0.731028,-0.681668,0.613864,-0.337797,0.00687743,0.0891007,0.0891007,0.0864615,0.00263918,-0.00687743,-0.00951661,-0.0822232,-0.00687743,
0.4033,0,7.3109,-0.7654,-0.681702,0.44321,-0.338318,0.00686769,0.0876307,0.0876307,0.0866831,0.000947588,-0.00686769,-0.00781528,-0.080763,-0.00686769,
0.40335,0,7.12329,-0.799017,-0.681063,0.272118,-0.338505,0.00685117,0.0860742,0.0860742,0.0868191,-0.000744936,-0.00685117,-0.00610623,-0.079223,-0.00685117,
0.4034,0,6.92865,-0.831845,-0.679752,0.100758,-0.338358,0.00682789,0.0844328,0.0844328,0.0868695,-0.00243673,-0.00682789,-0.00439116,-0.0776049,-0.00682789,
0.40345,0,6.72717,-0.863853,-0.67777,-0.0707012,-0.337877,0.00679787,0.0827081,0.0827081,0.0868342,-0.00412611,-0.00679787,-0.00267176,-0.0759102,-0.00679787,
0.4035,0,6.51905,-0.895008,-0.675119,-0.242091,-0.337063,0.00676114,0.0809017,0.0809017,0.0867131,-0.00581142,-0.00676114,-0.000949717,-0.0741406,-0.00676114,
0.40355,0,6.3045,-0.925279,-0.671802,-0.413242,-0.335915,0.00671774,0.0790155,0.0790155,0.0865065,-0.007491,-0.00671774,0.000773261,-0.0722978,-0.00671774,
0.4036,0,6.08372,-0.954638,-0.667822,-0.583985,-0.334437,0.00666771,0.0770513,0.0770513,0.0862145,-0.00916318,-0.00666771,0.00249548,-0.0703836,-0.00666771,
0.40365,0,5.85695,-0.983054,-0.663183,-0.754151,-0.332628,0.0066111,0.0750111,0.0750111,0.0858374,-0.0108263,-0.0066111,0.00421523,-0.0684,-0.0066111,
0.4037,0,5.62439,-1.0105,-0.65789,-0.923574,-0.330491,0.00654796,0.0728969,0.0728969,0.0853756,-0.0124788,-0.00654796,0.00593082,-0.0663489,-0.00654796,
0.40375,0,5.38628,-1.03695,-0.651947,-1.09208,-0.328028,0.00647837,0.0707107,0.0707107,0.0848296,-0.0141189,-0.00647837,0.00764056,-0.0642323,-0.00647837,
0.4038,0,5.14286,-1.06237,-0.645361,-1.25952,-0.325242,0.00640238,0.0684547,0.0684547,0.0841998,-0.0157451,-0.00640238,0.00934276,-0.0620523,-0.00640238,
0.40385,0,4.89436,-1.08675,-0.638137,-1.42571,-0.322134,0.00632007,0.0661312,0.0661312,0.083487,-0.0173558,-0.00632007,0.0110357,-0.0598111,-0.00632007,
0.4039,0,4.64103,-1.11006,-0.630285,-1.59049,-0.318708,0.00623152,0.0637424,0.0637424,0.0826917,-0.0189493,-0.00623152,0.0127178,-0.0575109,-0.00623152,
0.40395,0,4.38312,-1.13227,-0.62181,-1.7537,-0.314968,0.00613683,0.0612907,0.0612907,0.0818149,-0.0205242,-0.00613683,0.0143874,-0.0551539,-0.00613683,
0.404,0,4.12089,-1.15336,-0.612721,-1.91519,-0.310917,0.00603607,0.0587785,0.0587785,0.0808573,-0.0220788,-0.00603607,0.0160427,-0.0527425,-0.00603607,
0.40405,0,3.85459,-1.17331,-0.603028,-2.07478,-0.306559,0.00592937,0.0562083,0.0562083,0.0798199,-0.0236116,-0.00592937,0.0176822,-0.050279,-0.00592937,
0.4041,0,3.58448,-1.19211,-0.592739,-2.23233,-0.301899,0.00581681,0.0535827,0.0535827,0.0787037,-0.0251211,-0.00581681,0.0193043,-0.0477659,-0.00581681,
0.40415,0,3.31084,-1.20973,-0.581866,-2.38767,-0.296941,0.0056985,0.0509041,0.0509041,0.0775099,-0.0266058,-0.0056985,0.0209073,-0.0452056,-0.0056985,
0.4042,0,3.03393,-1.22615,-0.570419,-2.54065,-0.291689,0.00557458,0.0481754,0.0481754,0.0762396,-0.0280642,-0.00557458,0.0224896,-0.0426008,-0.00557458,
0.40425,0,2.75402,-1.24137,-0.558408,-2.69113,-0.28615,0.00544515,0.0453991,0.0453991,0.074894,-0.029495,-0.00544515,0.0240498,-0.0399539,-0.00544515,
0.4043,0,2.4714,-1.25536,-0.545846,-2.83895,-0.280329,0.00531035,0.0425779,0.0425779,0.0734745,-0.0308966,-0.00531035,0.0255863,-0.0372676,-0.00531035,
0.40435,0,2.18634,-1.26811,-0.532746,-2.98398,-0.27423,0.00517031,0.0397148,0.0397148,0.0719826,-0.0322678,-0.00517031,0.0270975,-0.0345445,-0.00517031,
0.4044,0,1.89912,-1.27961,-0.51912,-3.12605,-0.267862,0.00502517,0.0368125,0.0368125,0.0704195,-0.0336071,-0.00502517,0.0285819,-0.0317873,-0.00502517,
0.40445,0,1.61003,-1.28985,-0.504982,-3.26504,-0.261228,0.00487507,0.0338738,0.0338738,0.068787,-0.0349132,-0.00487507,0.0300381,-0.0289987,-0.00487507,
0.4045,0,1.31934,-1.29881,-0.490345,-3.40081,-0.254337,0.00472016,0.0309017,0.0309017,0.0670866,-0.0361849,-0.00472016,0.0314647,-0.0261815,-0.00472016,
0.40455,0,1.02736,-1.30649,-0.475225,-3.53322,-0.247195,0.00456059,0.0278991,0.0278991,0.06532,-0.0374209,-0.00456059,0.0328603,-0.0233385,-0.00456059,
0.4046,0,0.734363,-1.31288,-0.459635,-3.66215,-0.239809,0.00439651,0.024869,0.024869,0.0634889,-0.0386199,-0.00439651,0.0342234,-0.0204725,-0.00439651,
0.40465,0,0.44064,-1.31798,-0.443592,-3.78746,-0.232187,0.0042281,0.0218143,0.0218143,0.0615952,-0.0397809,-0.0042281,0.0355528,-0.0175862,-0.0042281,
0.4047,0,0.146483,-1.32178,-0.427111,-3.90904,-0.224335,0.00405552,0.0187381,0.0187381,0.0596407,-0.0409025,-0.00405552,0.036847,-0.0146826,-0.00405552,
0.40475,0,-0.14782,-1.32427,-0.410208,-4.02675,-0.216262,0.00387893,0.0156434,0.0156434,0.0576273,-0.0419838,-0.00387893,0.0381049,-0.0117645,-0.00387893,
0.4048,0,-0.441976,-1.32546,-0.392901,-4.1405,-0.207975,0.00369852,0.0125333,0.0125333,0.055557,-0.0430237,-0.00369852,0.0393252,-0.0088348,-0.00369852,
0.40485,0,-0.735696,-1.32533,-0.375206,-4.25015,-0.199483,0.00351446,0.00941083,0.00941083,0.053432,-0.0440211,-0.00351446,0.0405067,-0.00589638,-0.00351446,
0.4049,0,-1.02869,-1.3239,-0.357141,-4.35561,-0.190795,0.00332692,0.00627905,0.00627905,0.0512542,-0.0449751,-0.00332692,0.0416482,-0.00295213,-0.00332692,
0.40495,0,-1.32067,-1.32117,-0.338723,-4.45678,-0.181918,0.00313611,0.00314108,0.00314108,0.0490258,-0.0458847,-0.00313611,0.0427486,-4.96895e-06,-0.00313611,
0.405,0,-1.61134,-1.31712,-0.319971,-4.55354,-0.172861,0.0029422,7.29616e-10,7.29616e-10,0.046749,-0.046749,-0.0029422,0.0438068,0.0029422,-0.0029422,
0.40505,0,-1.90043,-1.31178,-0.300903,-4.64581,-0.163634,0.00274538,-0.00314108,-0.00314108,0.0444261,-0.0475672,-0.00274538,0.0448218,0.00588646,-0.00274538,
0.4051,0,-2.18764,-1.30515,-0.281538,-4.7335,-0.154245,0.00254586,-0.00627905,-0.00627905,0.0420593,-0.0483384,-0.00254586,0.0457925,0.00882491,-0.00254586,
0.40515,0,-2.47269,-1.29722,-0.261896,-4.81651,-0.144704,0.00234382,-0.00941083,-0.00941083,0.0396511,-0.0490619,-0.00234382,0.0467181,0.0117547,-0.00234382,
0.4052,0,-2.7553,-1.28802,-0.241995,-4.89478,-0.135021,0.00213948,-0.0125333,-0.0125333,0.0372037,-0.049737,-0.00213948,0.0475975,0.0146728,-0.00213948,
0.40525,0,-3.03519,-1.27755,-0.221855,-4.96821,-0.125204,0.00193301,-0.0156434,-0.0156434,0.0347196,-0.050363,-0.00193301,0.04843,0.0175765,-0.00193301,
0.4053,0,-3.31209,-1.26581,-0.201496,-5.03673,-0.115264,0.00172465,-0.0187381,-0.0187381,0.0322012,-0.0509394,-0.00172465,0.0492147,0.0204628,-0.00172465,
0.40535,0,-3.58572,-1.25283,-0.180938,-5.10029,-0.105209,0.00151458,-0.0218143,-0.0218143,0.0296511,-0.0514654,-0.00151458,0.0499508,0.0233289,-0.00151458,
0.4054,0,-3.8558,-1.2386,-0.160202,-5.15882,-0.0950513,0.00130301,-0.024869,-0.024869,0.0270717,-0.0519407,-0.00130301,0.0506377,0.026172,-0.00130301,
0.40545,0,-4.12209,-1.22316,-0.139308,-5.21225,-0.0847994,0.00109016,-0.0278991,-0.0278991,0.0244656,-0.0523647,-0.00109016,0.0512745,0.0289893,-0.00109016,
0.4055,0,-4.3843,-1.20651,-0.118276,-5.26054,-0.0744639,0.000876235,-0.0309017,-0.0309017,0.0218353,-0.052737,-0.000876235,0.0518607,0.0317779,-0.000876235,
0.40555,0,-4.64219,-1.18867,-0.0971271,-5.30364,-0.0640549,0.000661444,-0.0338738,-0.0338738,0.0191835,-0.0530573,-0.000661444,0.0523958,0.0345352,-0.000661444,
0.4056,0,-4.8955,-1.16965,-0.0758827,-5.3415,-0.0535827,0.000446,-0.0368125,-0.0368125,0.0165127,-0.0533252,-0.000446,0.0528792,0.0372585,-0.000446,
0.40565,0,-5.14398,-1.14949,-0.0545634,-5.37409,-0.0430576,0.000230116,-0.0397148,-0.0397148,0.0138257,-0.0535405,-0.000230116,0.0533103,0.0399449,-0.000230116,
0.4057,0,-5.38738,-1.12818,-0.0331902,-5.40138,-0.03249,1.40044e-05,-0.0425779,-0.0425779,0.011125,-0.0537029,-1.40044e-05,0.0536889,0.0425919,-1.40044e-05,
0.40575,0,-5.62546,-1.10577,-0.0117843,-5.42334,-0.0218903,-0.000202121,-0.045399,-0.045399,0.00841331,-0.0538124,0.000202121,0.0540145,0.0451969,0.000202121,
0.4058,0,-5.85799,-1.08226,0.00963323,-5.43994,-0.0112691,-0.000418046,-0.0481754,-0.0481754,0.00569334,-0.0538687,0.000418046,0.0542867,0.0477573,0.000418046,
0.40585,0,-6.08474,-1.05768,0.0310413,-5.45118,-0.000636703,-0.000633559,-0.0509041,-0.0509041,0.00296775,-0.0538719,0.000633559,0.0545054,0.0502706,0.000633559,
0.4059,0,-6.30549,-1.03206,0.0524187,-5.45704,0.00999631,-0.000848447,-0.0535827,-0.0535827,0.000239226,-0.0538219,0.000848447,0.0546704,0.0527342,0.000848447,
0.40595,0,-6.52001,-1.00542,0.0737443,-5.45751,0.0206195,-0.0010625,-0.0562083,-0.0562083,-0.00248953,-0.0537188,0.0010625,0.0547813,0.0551458,0.0010625,
0.406,0,-6.7281,-0.977794,0.0949972,-5.4526,0.0312222,-0.0012755,-0.0587785,-0.0587785,-0.00521583,-0.0535627,0.0012755,0.0548382,0.057503,0.0012755,
0.40605,0,-6.92955,-0.949199,0.116156,-5.4423,0.0417942,-0.00148724,-0.0612907,-0.0612907,-0.00793698,-0.0533537,0.00148724,0.054841,0.0598035,0.00148724,
0.4061,0,-7.12415,-0.919667,0.137201,-5.42664,0.052325,-0.00169752,-0.0637424,-0.0637424,-0.0106503,-0.0530921,0.00169752,0.0547896,0.0620449,0.00169752,
0.40615,0,-7.31173,-0.889227,0.15811,-5.40562,0.0628041,-0.00190612,-0.0661312,-0.0661312,-0.0133531,-0.0527781,0.00190612,0.0546842,0.0642251,0.00190612,
0.4062,0,-7.4921,-0.85791,0.178863,-5.37926,0.0732212,-0.00211284,-0.0684547,-0.0684547,-0.0160427,-0.052412,0.00211284,0.0545248,0.0663419,0.00211284,
0.40625,0,-7.66507,-0.825746,0.19944,-5.3476,0.083566,-0.00231747,-0.0707107,-0.0707107,-0.0187165,-0.0519941,0.00231747,0.0543116,0.0683932,0.00231747,
0.4063,0,-7.83047,-0.792767,0.219819,-5.31065,0.0938284,-0.00251982,-0.0728969,-0.0728969,-0.0213719,-0.051525,0.00251982,0.0540448,0.070377,0.00251982,
0.40635,0,-7.98815,-0.759006,0.239982,-5.26847,0.103998,-0.00271968,-0.0750111,-0.0750111,-0.0240061,-0.051005,0.00271968,0.0537247,0.0722914,0.00271968,
0.4064,0,-8.13794,-0.724496,0.259908,-5.22109,0.114065,-0.00291685,-0.0770513,-0.0770513,-0.0266166,-0.0504347,0.00291685,0.0533515,0.0741345,0.00291685,
0.40645,0,-8.27971,-0.68927,0.279578,-5.16855,0.12402,-0.00311115,-0.0790155,-0.0790155,-0.0292009,-0.0498146,0.00311115,0.0529257,0.0759043,0.00311115,
0.4065,0,-8.4133,-0.653365,0.298971,-5.11092,0.133852,-0.00330238,-0.0809017,-0.0809017,-0.0317564,-0.0491453,0.00330238,0.0524477,0.0775993,0.00330238,
0.40655,0,-8.53859,-0.616815,0.31807,-5.04824,0.143552,-0.00349035,-0.0827081,-0.0827081,-0.0342805,-0.0484276,0.00349035,0.0519179,0.0792177,0.00349035,
0.4066,0,-8.65545,-0.579656,0.336854,-4.98058,0.153111,-0.00367487,-0.0844328,-0.0844328,-0.0367708,-0.047662,0.00367487,0.0513369,0.0807579,0.00367487,
0.40665,0,-8.76377,-0.541925,0.355306,-4.908,0.162518,-0.00385577,-0.0860742,-0.0860742,-0.0392248,-0.0468494,0.00385577,0.0507052,0.0822184,0.00385577,
0.4067,0,-8.86344,-0.503659,0.373408,-4.83058,0.171765,-0.00403286,-0.0876307,-0.0876307,-0.0416401,-0.0459906,0.00403286,0.0500235,0.0835978,0.00403286,
0.40675,0,-8.95436,-0.464896,0.391141,-4.74839,0.180842,-0.00420597,-0.0891007,-0.0891007,-0.0440143,-0.0450864,0.00420597,0.0492924,0.0848947,0.00420597,
0.4068,0,-9.03645,-0.425674,0.408488,-4.66152,0.189741,-0.00437493,-0.0904827,-0.0904827,-0.046345,-0.0441377,0.00437493,0.0485126,0.0861078,0.00437493,
0.40685,0,-9.10962,-0.386033,0.425432,-4.57005,0.198453,-0.00453958,-0.0917755,-0.0917755,-0.0486301,-0.0431454,0.00453958,0.047685,0.0872359,0.00453958,
0.4069,0,-9.1738,-0.34601,0.441956,-4.47406,0.206969,-0.00469974,-0.0929776,-0.0929776,-0.0508671,-0.0421106,0.00469974,0.0468103,0.0882779,0.00469974,
0.40695,0,-9.22893,-0.305646,0.458044,-4.37366,0.215281,-0.00485526,-0.0940881,-0.0940881,-0.0530539,-0.0410342,0.00485526,0.0458894,0.0892328,0.00485526,
0.407,0,-9.27495,-0.26498,0.47368,-4.26895,0.22338,-0.005006,-0.0951057,-0.0951057,-0.0551884,-0.0399173,0.005006,0.0449233,0.0900997,0.005006,
0.40705,0,-9.31181,-0.224053,0.488848,-4.16002,0.231258,-0.00515179,-0.0960294,-0.0960294,-0.0572684,-0.038761,0.00515179,0.0439128,0.0908776,0.00515179,
0.4071,0,-9.33949,-0.182904,0.503534,-4.04698,0.238909,-0.0052925,-0.0968583,-0.0968583,-0.0592919,-0.0375664,0.0052925,0.0428589,0.0915658,0.0052925,
0.40715,0,-9.35794,-0.141575,0.517723,-3.92996,0.246324,-0.00542799,-0.0975917,-0.0975917,-0.0612569,-0.0363348,0.00542799,0.0417628,0.0921637,0.00542799,
0.4072,0,-9.36717,-0.100106,0.531401,-3.80905,0.253495,-0.00555812,-0.0982287,-0.0982287,-0.0631614,-0.0350673,0.00555812,0.0406255,0.0926706,0.00555812,
0.40725,0,-9.36715,-0.058539,0.544555,-3.68438,0.260417,-0.00568276,-0.0987688,-0.0987688,-0.0650036,-0.0337652,0.00568276,0.039448,0.0930861,0.00568276,
0.4073,0,-9.35788,-0.0169137,0.557171,-3.55608,0.267081,-0.0058018,-0.0992115,-0.0992115,-0.0667816,-0.0324298,0.0058018,0.0382316,0.0934097,0.0058018,
0.40735,0,-9.33938,0.0247282,0.569237,-3.42427,0.273482,-0.00591511,-0.0995562,-0.0995562,-0.0684938,-0.0310624,0.00591511,0.0369775,0.0936411,0.00591511,
0.4074,0,-9.31166,0.0663457,0.580742,-3.28908,0.279613,-0.00602258,-0.0998027,-0.0998027,-0.0701383,-0.0296644,0.00602258,0.035687,0.0937801,0.00602258,
0.40745,0,-9.27476,0.107898,0.591673,-3.15065,0.285468,-0.00612411,-0.0999507,-0.0999507,-0.0717136,-0.028237,0.00612411,0.0343611,0.0938265,0.00612411,
0.4075,0,-9.2287,0.149343,0.602021,-3.0091,0.291041,-0.0062196,-0.1,-0.1,-0.0732182,-0.0267818,0.0062196,0.0330014,0.0937804,0.0062196,
0.40755,0,-9.17353,0.190642,0.611775,-2.86459,0.296327,-0.00630894,-0.0999507,-0.0999507,-0.0746505,-0.0253002,0.00630894,0.0316091,0.0936417,0.00630894,
0.4076,0,-9.10931,0.231752,0.620924,-2.71724,0.301321,-0.00639207,-0.0998027,-0.0998027,-0.0760091,-0.0237936,0.00639207,0.0301856,0.0934106,0.00639207,
0.40765,0,-9.0361,0.272633,0.629461,-2.56722,0.306017,-0.00646888,-0.0995562,-0.0995562,-0.0772927,-0.0222635,0.00646888,0.0287324,0.0930873,0.00646888,
0.4077,0,-8.95397,0.313245,0.637377,-2.41466,0.310412,-0.00653931,-0.0992115,-0.0992115,-0.0785,-0.0207114,0.00653931,0.0272507,0.0926722,0.00653931,
0.40775,0,-8.86301,0.353548,0.644664,-2.25972,0.314499,-0.00660328,-0.0987688,-0.0987688,-0.0796299,-0.0191389,0.00660328,0.0257422,0.0921656,0.00660328,
0.4078,0,-8.7633,0.393503,0.651314,-2.10255,0.318277,-0.00666074,-0.0982287,-0.0982287,-0.0806812,-0.0175476,0.00666074,0.0242083,0.091568,0.00666074,
0.40785,0,-8.65494,0.433068,0.657322,-1.94331,0.321741,-0.00671163,-0.0975917,-0.0975917,-0.0816528,-0.0159389,0.00671163,0.0226505,0.09088,0.00671163,
0.4079,0,-8.53804,0.472207,0.662681,-1.78214,0.324886,-0.00675589,-0.0968583,-0.0968583,-0.0825439,-0.0143144,0.00675589,0.0210703,0.0901024,0.00675589,
0.40795,0,-8.41271,0.51088,0.667386,-1.61922,0.327712,-0.00679349,-0.0960294,-0.0960294,-0.0833535,-0.0126759,0.00679349,0.0194693,0.0892359,0.00679349,
0.408,0,-8.27908,0.549048,0.671433,-1.4547,0.330214,-0.00682438,-0.0951057,-0.0951057,-0.0840809,-0.0110248,0.00682438,0.0178492,0.0882813,0.00682438,
0.40805,0,-8.13728,0.586674,0.674816,-1.28875,0.33239,-0.00684853,-0.0940881,-0.0940881,-0.0847252,-0.00936284,0.00684853,0.0162114,0.0872395,0.00684853,
0.4081,0,-7.98745,0.623722,0.677534,-1.12152,0.334238,-0.00686593,-0.0929776,-0.0929776,-0.085286,-0.00769166,0.00686593,0.0145576,0.0861117,0.00686593,
0.40815,0,-7.82974,0.660154,0.679583,-0.953187,0.335756,-0.00687655,-0.0917755,-0.0917755,-0.0857626,-0.00601288,0.00687655,0.0128894,0.0848989,0.00687655,
0.4082,0,-7.6643,0.695934,0.680962,-0.783912,0.336943,-0.00688039,-0.0904827,-0.0904827,-0.0861545,-0.00432816,0.00688039,0.0112085,0.0836023,0.00688039,
0.40825,0,-7.49129,0.731028,0.681668,-0.613864,0.337797,-0.00687743,-0.0891007,-0.0891007,-0.0864615,-0.00263918,0.00687743,0.00951661,0.0822232,0.00687743,
0.4083,0,-7.3109,0.7654,0.681702,-0.44321,0.338318,-0.00686769,-0.0876307,-0.0876307,-0.0866831,-0.000947588,0.00686769,0.00781528,0.080763,0.00686769,
0.40835,0,-7.12329,0.799017,0.681063,-0.272118,0.338505,-0.00685117,-0.0860742,-0.0860742,-0.0868191,0.000744936,0.00685117,0.00610623,0.079223,0.00685117,
0.4084,0,-6.92865,0.831845,0.679752,-0.100758,0.338358,-0.00682789,-0.0844328,-0.0844328,-0.0868695,0.00243673,0.00682789,0.00439116,0.0776049,0.00682789,
0.40845,0,-6.72717,0.863853,0.67777,0.0707012,0.337877,-0.00679787,-0.0827081,-0.0827081,-0.0868342,0.00412611,0.00679787,0.00267176,0.0759102,0.00679787,
0.4085,0,-6.51905,0.895008,0.675119,0.242091,0.337063,-0.00676114,-0.0809017,-0.0809017,-0.0867131,0.00581142,0.00676114,0.000949717,0.0741406,0.00676114,
0.40855,0,-6.3045,0.925279,0.671802,0.413242,0.335915,-0.00671774,-0.0790155,-0.0790155,-0.0865065,0.007491,0.00671774,-0.000773261,0.0722978,0.00671774,
0.4086,0,-6.08372,0.954638,0.667822,0.583985,0.334437,-0.00666771,-0.0770513,-0.0770513,-0.0862145,0.00916318,0.00666771,-0.00249548,0.0703836,0.00666771,
0.40865,0,-5.85695,0.983054,0.663183,0.754151,0.332628,-0.0066111,-0.0750111,-0.0750111,-0.0858374,0.0108263,0.0066111,-0.00421523,0.0684,0.0066111,
0.4087,0,-5.62439,1.0105,0.65789,0.923574,0.330491,-0.00654796,-0.0728969,-0.0728969,-0.0853756,0.0124788,0.00654796,-0.00593082,0.0663489,0.00654796,
0.40875,0,-5.38628,1.03695,0.651947,1.09208,0.328028,-0.00647837,-0.0707107,-0.0707107,-0.0848296,0.0141189,0.00647837,-0.00764056,0.0642323,0.00647837,
0.4088,0,-5.14286,1.06237,0.645361,1.25952,0.325242,-0.00640238,-0.0684547,-0.0684547,-0.0841998,0.0157451,0.00640238,-0.00934276,0.0620523,0.00640238,
0.40885,0,-4.89436,1.08675,0.638137,1.42571,0.322134,-0.00632007,-0.0661312,-0.0661312,-0.083487,0.0173558,0.00632007,-0.0110357,0.0598111,0.00632007,
0.4089,0,-4.64103,1.11006,0.630285,1.59049,0.318708,-0.00623152,-0.0637424,-0.0637424,-0.0826917,0.0189493,0.00623152,-0.0127178,0.0575109,0.00623152,
0.40895,0,-4.38312,1.13227,0.62181,1.7537,0.314968,-0.00613683,-0.0612907,-0.0612907,-0.0818149,0.0205242,0.00613683,-0.0143874,0.0551539,0.00613683,
0.409,0,-4.12089,1.15336,0.612721,1.91519,0.310917,-0.00603607,-0.0587785,-0.0587785,-0.0808573,0.0220788,0.00603607,-0.0160427,0.0527425,0.00603607,
0.40905,0,-3.85459,1.17331,0.603028,2.07478,0.306559,-0.00592937,-0.0562083,-0.0562083,-0.0798199,0.0236116,0.00592937,-0.0176822,0.050279,0.00592937,
0.4091,0,-3.58448,1.19211,0.592739,2.23233,0.301899,-0.00581681,-0.0535827,-0.0535827,-0.0787037,0.0251211,0.00581681,-0.0193043,0.0477659,0.00581681,
0.40915,0,-3.31084,1.20973,0.581866,2.38767,0.296941,-0.0056985,-0.0509041,-0.0509041,-0.0775099,0.0266058,0.0056985,-0.0209073,0.0452056,0.0056985,
0.4092,0,-3.03393,1.22615,0.570419,2.54065,0.291689,-0.00557458,-0.0481754,-0.0481754,-0.0762396,0.0280642,0.00557458,-0.0224896,0.0426008,0.00557458,
0.40925,0,-2.75402,1.24137,0.558408,2.69113,0.28615,-0.00544515,-0.0453991,-0.0453991,-0.074894,0.029495,0.00544515,-0.0240498,0.0399539,0.00544515,
0.4093,0,-2.4714,1.25536,0.545846,2.83895,0.280329,-0.00531035,-0.0425779,-0.0425779,-0.0734745,0.0308966,0.00531035,-0.0255863,0.0372676,0.00531035,
0.40935,0,-2.18634,1.26811,0.532746,2.98398,0.27423,-0.00517031,-0.0397148,-0.0397148,-0.0719826,0.0322678,0.00517031,-0.0270975,0.0345445,0.00517031,
0.4094,0,-1.89912,1.27961,0.51912,3.12605,0.267862,-0.00502517,-0.0368125,-0.0368125,-0.0704195,0.0336071,0.00502517,-0.0285819,0.0317873,0.00502517,
0.40945,0,-1.61003,1.28985,0.504982,3.26504,0.261228,-0.00487507,-0.0338738,-0.0338738,-0.068787,0.0349132,0.00487507,-0.0300381,0.0289987,0.00487507,
0.4095,0,-1.31934,1.29881,0.490345,3.40081,0.254337,-0.00472016,-0.0309017,-0.0309017,-0.0670866,0.0361849,0.00472016,-0.0314647,0.0261815,0.00472016,
0.40955,0,-1.02736,1.30649,0.475225,3.53322,0.247195,-0.00456059,-0.0278991,-0.0278991,-0.06532,0.0374209,0.00456059,-0.0328603,0.0233385,0.00456059,
0.4096,0,-0.734363,1.31288,0.459635,3.66215,0.239809,-0.00439651,-0.024869,-0.024869,-0.0634889,0.0386199,0.00439651,-0.0342234,0.0204725,0.00439651,
0.40965,0,-0.44064,1.31798,0.443592,3.78746,0.232187,-0.0042281,-0.0218143,-0.0218143,-0.0615952,0.0397809,0.0042281,-0.0355528,0.0175862,0.0042281,
0.4097,0,-0.146483,1.32178,0.427111,3.90904,0.224335,-0.00405552,-0.0187381,-0.0187381,-0.0596407,0.0409025,0.00405552,-0.036847,0.0146826,0.00405552,
0.40975,0,0.14782,1.32427,0.410208,4.02675,0.216262,-0.00387893,-0.0156434,-0.0156434,-0.0576273,0.0419838,0.00387893,-0.0381049,0.0117645,0.00387893,
